v32;ESC;338;8;Kontronik Kosmik 200A+ HV;www.elektromodellflug.de;2.0e+2;3.0e+2;2.0e+2;0.0;16;50;5;14;2012-11-21 14:17:39
v32;ESC;339;8;D-Power 80A v4.1 Timing_high (Derkum);www.elektromodellflug.de;8.0e+1;9.0e+1;0.0;7.4e+1;5;18;2;6;2013-01-02 08:58:00
v32;ESC;340;8;Jeti Master MEZON 120 (12°);www.elektromodellflug.de;1.2e+2;1.4e+2;0.0;1.5e+2;0;0;2;8;2013-01-02 16:25:56
v32;ESC;341;8;Kontronik Kosmik 160A+ HV;www.elektromodellflug.de;1.6e+2;2.2e+2;0.0;2.01e+2;12;40;5;14;2013-01-02 14:37:59
v32;Gear;67;8;Himaxx;Dr Kiwi;5.3300000000000001;9.4999999999999996e-1;1;1.5e+1;2013-02-03 13:06:26
v32;Props;435;8;Graupner E;8.0;5.0;6.4851489999999998;1.9930129999999999;100;2.0e+1;DC generated;9.8424899999999996e-2;3.0;100;2.0e+1;DC generated;1.26511e+4;1.00531e+4;0;0.0;0;0;1;2013-01-31 13:46:18
v32;Props;436;8;APC E V2;1.4e+1;1.0e+1;5.4227240000000002e+1;1.954;0;1.5e+1;Hyperion;9.7098894400000002e-1;3.2000000000000002;287;1.2e+1;K. Myers;4.4888000000000002e+3;4.2558999999999996e+3;0;0.0;13571;0;0;2013-02-07 15:45:44
v32;Motors;1842;8;Kontronik Pyro 800-40 (Jive-HV);www.elektromodellflug.de;0;6;0;0.0;0.0;0.0;0.0;0;1.3e+2;4.89e+2;1;285;4.24782310453825e+2;6.0571251115783403e-3;1.3229804092515801e-5;7.5309500358650999e-2;0.0;2013-01-02 15:38:07
v32;MData;8217;6;1842;3.3210000000000001e+1;1.4064e+4;3.3500000000000001;1;0;0;0.0
v32;MData;8218;6;1842;3.3149999999999999e+1;1.4038e+4;3.3500000000000001;1;0;0;1.5e+1
v32;MData;8219;6;1842;4.5649999999999999e+1;1.8916e+4;2.4710000000000001e+1;0;0;0;1.5e+1
v32;MData;8220;6;1842;4.5490000000000002e+1;1.86775e+4;3.418e+1;0;0;0;1.5e+1
v32;MData;8221;6;1842;4.5420000000000002e+1;1.8603299999999999e+4;4.4020000000000003e+1;0;0;0;1.5e+1
v32;MData;8222;6;1842;4.5009999999999998e+1;1.8075e+4;6.7950000000000003e+1;0;0;0;1.5e+1
v32;ESC;285;6;Kontronik JIVE 80HV (FW9);www.elektromodellflug.de;8.0e+1;1.6e+2;0.0;8.5e+1;12;16;4;14;2010-10-20 13:18:47
v32;DriveSets;1842;6;Kontronik Pyro 800-40 (Jive-HV);;285;1;1842;1;0;4.4899999999999999e+1;;;0.0;0;2013-01-02 15:23:25
v32;Motors;1843;8;Kontronik Pyro 800-48 (Jive-HV);www.elektromodellflug.de;0;6;0;0.0;0.0;0.0;0.0;0;1.5e+2;4.81e+2;1;285;5.1959531999650801e+2;8.8858698789969302e-3;7.6023300206976698e-6;1.11652574382845e-2;0.0;2013-01-02 15:08:34
v32;MData;8223;6;1843;2.434e+1;1.2601299999999999e+4;3.6600000000000001;1;0;0;0.0
v32;MData;8224;6;1843;3.7159999999999997e+1;1.9330299999999999e+4;5.29;1;0;0;1.5e+1
v32;MData;8225;6;1843;3.693e+1;1.8857e+4;1.8640000000000001e+1;0;0;0;1.5e+1
v32;MData;8226;6;1843;3.6719999999999999e+1;1.8514e+4;3.0469999999999999e+1;0;0;0;1.5e+1
v32;MData;8227;6;1843;3.6310000000000002e+1;1.8063599999999999e+4;5.45e+1;0;0;0;1.5e+1
v32;MData;8228;6;1843;3.593e+1;1.7532299999999999e+4;7.8329999999999998e+1;0;0;0;1.5e+1
v32;ESC;285;6;Kontronik JIVE 80HV (FW9);www.elektromodellflug.de;8.0e+1;1.6e+2;0.0;8.5e+1;12;16;4;14;2010-10-20 13:18:47
v32;DriveSets;1843;6;Kontronik Pyro 800-48 (Jive-HV);;285;1;1843;1;0;3.5299999999999997e+1;;;0.0;0;2013-01-02 15:05:22
v32;Motors;1844;8;Kontronik Pyro 850-24 (Kosmik);www.elektromodellflug.de;0;6;0;0.0;0.0;0.0;0.0;0;8.0e+1;6.0e+2;1;341;2.3811119767955401e+2;4.7896311298464798e-2;3.7318056256550299e-5;2.3141064751131799e-2;0.0;2013-01-02 14:40:47
v32;MData;8229;6;1844;2.525e+1;5.989e+3;1.3;1;0;0;0.0
v32;MData;8230;6;1844;3.8170000000000002e+1;9.054e+3;1.6699999999999999;1;0;0;1.5e+1
v32;MData;8231;6;1844;3.7740000000000002e+1;8.25e+3;2.7920000000000002e+1;0;0;0;1.5e+1
v32;MData;8232;6;1844;3.7509999999999998e+1;8.002e+3;4.0700000000000003e+1;0;0;0;1.5e+1
v32;MData;8233;6;1844;3.732e+1;7.868e+3;5.175e+1;0;0;0;1.5e+1
v32;MData;8234;6;1844;3.7119999999999997e+1;7.671e+3;6.4640000000000001e+1;0;0;0;1.5e+1
v32;ESC;341;6;Kontronik Kosmik 160A+ HV;www.elektromodellflug.de;1.6e+2;2.2e+2;0.0;2.01e+2;12;40;5;14;2013-01-02 14:37:59
v32;DriveSets;1844;6;Kontronik Pyro 850-24 (Kosmik);;341;1;1844;1;0;3.7299999999999997e+1;;;0.0;0;2013-01-02 14:31:02
v32;Motors;1847;8;Turnigy G25 710Kv;K. Myers;0;6;0;0.0;0.0;0.0;0.0;0;4.4e+1;1.85e+2;1;299;7.44330874711609e+2;4.8509378074712999e-2;2.3692807495082301e-5;1.81122122029421e-2;0.0;2013-02-07 16:09:51
v32;MData;8247;6;1847;1.4253e+1;1.051e+4;1.7133;1;0;0;0.0
v32;MData;8248;6;1847;1.065e+1;7.84e+3;1.6367;1;0;287;2.4e+1
v32;MData;8249;6;1847;1.2276999999999999e+1;8.174e+3;1.8509e+1;0;421;287;1.2e+1
v32;Props;421;6;Master Airscrew G/F 3 Series;1.0e+1;8.0;0.0;0.0;287;2.0e+1;K. Myers;3.3997486999999998e-1;3.0;287;1.5e+1;;0.0;6.6505e+3;0;0.0;19000;0;6;2012-04-10 14:57:55
v32;MData;8250;6;1847;1.1676e+1;7.418e+3;2.4457000000000001e+1;0;432;287;1.2e+1
v32;Props;432;6;APC E V3;1.2e+1;8.0;0.0;0.0;0;0.0;K. Myers;3.7824612499999999e-1;3.2000000000000002;287;1.3e+1;K. Myers ;0.0;5.7141000000000004e+3;0;0.0;15833;0;5;2012-12-05 10:33:02
v32;MData;8251;6;1847;1.1470000000000001e+1;6.84e+3;3.3299999999999997e+1;0;433;287;1.2e+1
