v32;Batteries;408;8;ZIPPY Flightmax 5000mah 4S1P 20C;;1.0e+2;1.0e+2;5.0e+3;4.69e+2;0.0;3.7000000000000002;2014-06-17 11:11:14
v32;Batteries;409;8;Zippy compact 2200mAh 25C;;5.5e+1;7.7e+1;2.2e+3;2.1e+2;0.0;3.7000000000000002;2014-11-02 08:16:36
v32;Batteries;410;8;zippy compact 5000mAh 6S 25C;;1.25e+2;1.75e+2;5.0e+3;7.03e+2;0.0;3.7000000000000002;2014-11-02 08:16:49
v32;ESC;359;8;Turnigy dlux 70 sbec;;7.0e+1;8.5e+1;0.0;8.4e+1;5;16;2;6;2014-06-15 13:26:44
v32;ESC;360;8;turnigy dlux 55A SBEC;;6.7e+1;5.5e+1;0.0;8.1e+1;5;16;2;6;2014-06-23 09:21:32
v32;ESC;361;8;Graupner Brushless Control+T 100;Markus P;1.0e+2;1.2e+2;0.0;8.6e+1;0;0;0;0;2014-10-30 16:06:58
v32;Gear;72;8;Micro Edition;Markus P;1.3e+1;9.5999999999999996e-1;2;3.0e+1;2014-06-20 09:45:58
v32;Props;518;8;APC E;1.4e+1;1.2e+1;0.0;0.0;0;1.5e+1;;1.345;3.2000000000000002;0;2.0e+1;K. Myers;0.0;3.8439000000000001e+3;0;0.0;13571;0;6;2007-11-25 06:42:36
v32;Props;519;8;APC E;1.5e+1;1.0e+1;0.0;0.0;0;1.5e+1;;2.6476000000000002;3.0;0;1.5e+1;DC generated;0.0;3.3551999999999998e+3;0;0.0;0;0;0;2011-03-19 17:40:02
v32;Props;520;8;Menz Elektro Holz;2.2e+1;1.2e+1;3.0880009999999999e+2;2.0;0;0.0;DC generated;1.654965e+1;2.6807319999999999;0;0.0;DC generated;1.8172e+3;1.9562e+3;0;0.0;0;1;3;2014-02-23 20:34:29
v32;Props;521;8;Fiala Holz E Prop;2.4e+1;1.4e+1;4.0692790000000002e+2;2.0;0;2.0e+1;1 Messp. v Reisenauer 3420 min-1;1.505907e+1;3.0;0;2.0e+1;1 Messp. v Reisenauer 3420 min-1;1.583e+3;1.8795999999999999e+3;0;0.0;0;0;1;2014-01-09 20:23:34
v32;Props;522;8;Menz Elektro Holz;2.3e+1;1.2e+1;3.6445440000000002e+2;2.0;300;2.0e+1;DC generated;1.9720269999999999e+1;2.7631610000000002;300;2.0e+1;DC generated;1.6727e+3;1.7995999999999999e+3;0;0.0;0;1;3;2014-10-29 09:16:34
v32;Props;523;8;Menz Elektro Holz;2.4e+1;1.4e+1;4.7949669999999998e+2;2.0;0;0.0;DC generated;2.8960470000000001e+1;2.6049150000000001;280;1.5e+1;DC generated;1.4583e+3;1.6092e+3;0;0.0;0;1;4;2014-10-29 09:20:15
v32;Props;524;8;Menz Elektro Holz;2.1e+1;1.4e+1;2.8471319999999997e+2;2.0;280;2.0e+1;DC generated;1.971059e+1;2.6052789999999999;280;2.0e+1;DC generated;1.8925e+3;1.8652e+3;0;0.0;0;1;2;2014-10-29 09:27:30
v32;Props;525;8;Menz Elektro Holz;2.1e+1;1.2e+1;2.543691e+2;2.0;300;2.0e+1;DC generated;9.9007380000000005;2.9219930000000001;300;2.0e+1;DC generated;2.0022e+3;2.2065999999999999e+3;0;0.0;0;1;3;2014-10-29 09:30:47
v32;Motors;1779;8;NTM 42-38 750;;0;6;0;0.0;0.0;0.0;0.0;0;5.5e+1;0.0;1;0;7.3256654471371201e+2;1.0364889962066701e-1;0.0;0.0;0.0;2014-06-18 18:49:00
v32;MData;7872;6;1779;1.56e+1;1.1e+4;1.2;1;0;0;0.0
v32;MData;7873;6;1779;1.4800000000000001e+1;7.79e+3;3.9e+1;0;0;0;2.0e+1
v32;MData;7874;6;1779;1.4800000000000001e+1;9.795e+3;1.75e+1;0;0;0;2.0e+1
v32;MData;7875;6;1779;1.4800000000000001e+1;8.44e+3;3.1300000000000001e+1;0;0;0;2.0e+1
v32;MData;7876;6;1779;1.4800000000000001e+1;7.09e+3;4.7e+1;0;0;0;2.0e+1
v32;MData;7877;6;1779;1.4800000000000001e+1;5.436e+3;6.6e+1;0;0;0;2.0e+1
v32;DriveSets;1779;6;NTM 42-38 750;;0;1;1779;1;0;1.4800000000000001e+1;;;0.0;0;2012-11-17 20:58:36
v32;DriveSets;1984;6;NTM 42-38 750;;0;1;1779;1;0;1.4800000000000001e+1;;;0.0;0;2012-11-17 20:58:36
v32;Motors;1958;8;Turnigy 2211 2300;by nevermind;0;6;0;0.0;0.0;2.5e+1;3.2100000000000001e-1;2;0.0;2.0e+1;1;151;2.2952782185493302e+3;2.5900520378216801e-1;8.68151237639316e-5;1.38792420340785e-3;0.0;2014-09-10 20:36:27
v32;MData;8871;6;1958;7.4699999999999998;1.666e+4;4.7999999999999998e-1;1;0;0;0.0
v32;MData;8872;6;1958;1.2529999999999999e+1;2.804e+4;5.7999999999999996e-1;1;0;0;0.0
v32;MData;8873;6;1958;6.9800000000000004;1.388e+4;2.2200000000000002;0;0;0;0.0
v32;MData;8874;6;1958;6.5099999999999998;1.037e+4;5.04;0;0;0;0.0
v32;MData;8875;6;1958;6.7699999999999996;1.259e+4;3.21;0;0;0;0.0
v32;MData;8876;6;1958;6.5999999999999996;1.156e+4;4.0;0;0;0;0.0
v32;ESC;151;6;Tower Pro 9g MAG8;www.unitedhobbies.com;1.0e+1;1.2e+1;0.0;1.2e+1;4;12;2;3;2008-04-28 18:47:15
v32;DriveSets;1957;6;Turnigy 2211 2300;by Nevermind;151;1;1958;1;0;1.0e+1;;;0.0;0;2014-09-09 14:35:56
v32;Motors;1959;8;Strecker 260.20.4D 8P;UT II M.Ortloff;1;6;0;2.6e+1;2.0e+1;4.0;2.0;2;0.0;1.25e+2;39;162;5.3950012679196197e+2;1.16324670045045e-2;1.3934239691487499e-5;1.09785340681643e-2;0.0;2014-01-06 17:30:28
v32;MData;8877;6;1959;7.71;4.109e+3;3.4300000000000002;1;0;0;0.0
v32;MData;8878;6;1959;1.14e+1;6.054e+3;4.7599999999999998;1;0;0;0.0
v32;MData;8879;6;1959;9.7200000000000006;4.51e+3;4.8759999999999998e+1;0;0;0;0.0
v32;MData;8880;6;1959;1.0880000000000001e+1;5.68e+3;1.1880000000000001e+1;0;0;0;0.0
v32;MData;8881;6;1959;1.107e+1;5.772e+3;1.2380000000000001e+1;0;0;0;0.0
v32;MData;8882;6;1959;9.9299999999999997;4.357e+3;6.8200000000000003e+1;0;0;0;0.0
v32;ESC;162;6;YGE 80;Michael Cieplik;8.0e+1;8.5e+1;0.0;5.6e+1;6;18;2;6;2008-01-31 14:30:36
v32;Gear;39;6;Micro-Edition;Reisenauer;5.0;9.7499999999999998e-1;1;1.8e+1;2007-02-20 13:14:47
v32;DriveSets;1958;6;Strecker 260.20.4D 8P;UT II M.Ortloff;162;1;1959;39;0;1.11e+1;;;0.0;0;2013-01-30 11:34:10
v32;Motors;1960;8;Hacker Turbine A50 12L 1,32D;;1;5;0;4.0e+1;3.5e+1;1.2e+1;1.3200000000000001;2;1.0e+2;4.65e+2;1;0;6.4028022063049298e+2;2.1236470998811801e-2;8.6194152214261305e-6;7.9813710072829201e-3;0.0;2013-01-30 18:42:13
v32;MData;8883;6;1960;1.9510000000000002e+1;1.2446e+4;1.99;1;0;0;0.0
v32;MData;8884;6;1960;2.3690000000000001e+1;1.5098e+4;2.2999999999999998;1;0;0;1.5e+1
v32;MData;8885;6;1960;2.148e+1;1.281e+4;4.0420000000000002e+1;0;0;0;1.5e+1
v32;MData;8886;6;1960;1.7260000000000002e+1;1.0453e+4;2.6460000000000001e+1;0;0;0;1.5e+1
v32;MData;8887;6;1960;1.7260000000000002e+1;9.58e+3;6.8030000000000001e+1;0;0;0;1.5e+1
v32;DriveSets;1959;6;Hacker Turbine A50 12L 1,32D;;0;1;1960;1;0;4.2e+1;;;0.0;0;2013-01-30 18:36:52
v32;Motors;1961;8;Peggy Pepper 2524 3350 5,2:1;;0;5;0;2.5e+1;2.4e+1;0.0;0.0;0;7.0e+1;0.0;50;273;6.4049888242591203e+2;1.3307681526032501e-2;1.9582500352914599e-6;0.0;0.0;2014-02-22 14:52:01
v32;MData;8888;6;1961;1.133e+1;0.0;5.5199999999999996;1;0;0;0.0
v32;MData;8889;6;1961;1.023e+1;5.758e+3;7.1010000000000005e+1;0;0;0;1.5e+1
v32;MData;8890;6;1961;9.7699999999999996;5.532e+3;6.4799999999999997e+1;0;0;0;1.5e+1
v32;MData;8891;6;1961;1.056e+1;6.397e+3;3.2649999999999999e+1;0;0;0;1.5e+1
v32;MData;8892;6;1961;1.116e+1;6.741e+3;3.575e+1;0;0;0;1.5e+1
v32;ESC;273;6;Castle Phoenix Ice 100;Chucky1978;1.0e+2;1.0e+2;6.0000000000000001e-3;1.05e+2;2;22;2;8;2010-07-05 22:46:56
v32;Gear;50;6;Kontronik;;5.2000000000000002;9.6999999999999997e-1;1;0.0;2008-03-26 08:43:42
v32;DriveSets;1960;6;Peggy Pepper 2524 3350 5,2:1;;273;1;1961;50;0;1.0e+1;;;0.0;0;2013-05-20 00:53:00
v32;Motors;1962;8;Scorpion HK 3026 9N 6P 6Wdg 1,18YYY;;1;4;0;3.0e+1;2.6e+1;6.0;1.1799999999999999;1;7.0e+1;1.98e+2;1;273;2.63319161051526e+3;1.19666829836851e-2;3.3523169030431501e-6;2.0054415956965699e-3;0.0;2014-03-24 12:18:19
v32;MData;8893;6;1962;1.2239000000000001e+1;3.1863e+4;5.4000000000000004;1;0;0;0.0
v32;MData;8894;6;1962;8.1699999999999999;2.1345e+4;3.7999999999999998;1;0;0;1.5e+1
v32;MData;8895;6;1962;1.099e+1;2.6047e+4;4.5009999999999998e+1;0;0;0;0.0
v32;MData;8896;6;1962;7.7199999999999998;1.8973e+4;2.45e+1;0;0;0;0.0
v32;ESC;273;6;Castle Phoenix Ice 100;Chucky1978;1.0e+2;1.0e+2;6.0000000000000001e-3;1.05e+2;2;22;2;8;2010-07-05 22:46:56
v32;DriveSets;1961;6;Scorpion HK 3026 9N 6P 6Wdg 1,18YYY;;273;1;1962;52;0;1.4800000000000001e+1;;;0.0;0;2014-03-14 20:05:38
v32;Motors;1963;8;HET 650-58-1480;UT II M. Ortloff;0;5;0;0.0;0.0;0.0;0.0;0;1.2e+2;2.5e+2;1;273;1.5086555839862699e+3;2.34627138522253e-2;8.2041170976293595e-6;7.0470018504775501e-3;0.0;2014-09-14 16:34:14
v32;MData;8897;6;1963;1.1779999999999999e+1;1.7675e+4;1.5900000000000001;1;0;0;0.0
v32;MData;8898;6;1963;1.9210000000000001e+1;2.8799e+4;1.8899999999999999;1;0;0;1.5e+1
v32;MData;8899;6;1963;1.126e+1;1.6225e+4;1.223e+1;0;0;0;1.5e+1
v32;MData;8900;6;1963;1.098e+1;1.5661e+4;1.534e+1;0;0;0;1.5e+1
v32;MData;8901;6;1963;1.0289999999999999e+1;1.3315e+4;3.7490000000000002e+1;0;0;0;1.5e+1
v32;ESC;273;6;Castle Phoenix Ice 100;Chucky1978;1.0e+2;1.0e+2;6.0000000000000001e-3;1.05e+2;2;22;2;8;2010-07-05 22:46:56
