v32;Batteries;181;8;GWS BP2S1P1300;www.gws.com.tw;7.7999999999999998;9.4000000000000004;1.3e+3;2.9e+1;4.0e+1;3.7000000000000002;2011-03-13 12:42:08
v32;Batteries;183;8;HXT D9 G2 4100mAh ;jerome magnien;6.2e+1;1.0e+2;4.1e+3;5.45e+2;6.0;3.7000000000000002;2011-03-13 12:53:42
v32;Batteries;189;8;E-Tech GP 2250 16C;www.rcm-pelikan.cz;3.5e+1;4.4e+1;2.2e+3;6.3e+1;7.5;3.7000000000000002;2011-03-13 12:54:08
v32;Batteries;232;8;A123 APR18650;;2.2e+1;3.3e+1;1.1e+3;4.5e+1;9.0;2.8999999999999999;2011-03-13 12:54:26
v32;Batteries;253;8;Dymond XC-1350 22C;Staufenbiel Datenblatt;3.1e+1;3.3e+1;1.35e+3;7.8e+1;1.7e+1;3.7000000000000002;2011-03-13 12:54:51
v32;Batteries;256;8;Li-BATT eco 4/1-4600;;3.6e+1;0.0;4.6e+3;4.2e+2;6.0;3.7000000000000002;2011-03-13 12:55:27
v32;Batteries;296;8;Thunder Power Pro 30C 3S;thunderpower.com;1.16e+2;2.31e+2;3.85e+3;1.05e+2;4.5;3.7000000000000002;2011-03-13 12:42:19
v32;Batteries;297;8;Li-BATT BX 3/1-2100;mpx website;3.7e+1;0.0;2.1e+3;5.0e+1;1.0e+1;3.7000000000000002;2011-03-13 12:55:41
v32;Batteries;298;8;Winforce 4000mAh (2 parallel);;1.0e+2;1.2e+2;8.0e+3;1.74e+2;1.25;3.7000000000000002;2011-03-13 12:55:59
v32;Batteries;315;8;ZIPPY Flightmax 2650 40C;www.unitedhobbies.com;1.06e+2;1.325e+2;2.65e+3;8.0e+1;6.0;3.7000000000000002;2011-03-13 12:52:29
v32;Batteries;316;8;ZIPPY Flightmax 4000 20C ;hobbycity;8.0e+1;1.2e+2;4.0e+3;1.0e+2;6.0;3.7000000000000002;2011-03-13 12:42:44
v32;Batteries;322;8;ProSelect Master Edition 2650-25/50C 4C;lipoly.de;6.625e+1;1.325e+2;2.65e+3;2.19e+2;4.0;3.7000000000000002;2011-03-13 12:56:26
v32;Batteries;323;8;ProSelect Master Edition 5000-25/50C;lipoly.de;1.25e+2;2.5e+2;5.0e+3;1.25e+2;4.0;3.7000000000000002;2011-03-13 12:56:55
v32;ESC;287;8;D-Power 80A Timing_high (Derkum);www.elektromodellflug.de;8.0e+1;9.0e+1;7.0e+1;0.0;5;22;2;6;2011-02-24 12:44:21
v32;ESC;288;8;Schulze future Value 12.60e (22°);www.elektromodellflug.de;6.0e+1;8.0e+1;0.0;5.8e+1;6;12;2;4;2011-02-24 16:20:17
v32;ESC;289;8;Robbe Roxxy 710;http://de.robbe-online.net;1.0e+1;1.5e+1;0.0;8.8000000000000007;4;10;2;3;2010-11-10 21:29:15
v32;Gear;63;8;TM2000;Dr Kiwi;3.6000000000000001;9.0000000000000002e-1;1;1.5e+1;2010-12-30 17:12:11
v32;Gear;64;8;TM2000;Dr Kiwi;3.3999999999999999;9.0000000000000002e-1;1;1.5e+1;2011-02-18 17:19:45
v32;Gear;65;8;WON;Dr Kiwi;5.3300000000000001;9.0000000000000002e-1;1;1.0e+1;2011-02-18 17:21:50
v32;Props;381;8;Graupner CAM SlimProp;6.0;3.0;0.0;0.0;20;1.5e+1;;1.6655799999999998e-2;3.0;20;1.5e+1;DC generated;0.0;1.8175200000000001e+4;0;0.0;0;0;2;2011-02-15 14:58:15
v32;Props;382;8;Graupner Slowfly;6.2999999999999998;3.0;0.0;0.0;20;1.5e+1;;2.74749e-2;3.0;200;1.8e+1;DC generated;0.0;1.5382299999999999e+4;0;0.0;0;0;2;2011-02-15 16:24:58
v32;Props;383;8;APC Sport;7.0;6.0;2.3894489999999999;2.2065769999999998;200;2.2e+1;Dr Kiwi;8.9843699999999999e-2;3.0045980000000001;200;2.2e+1;Dr Kiwi;1.5558700000000001e+4;1.03264e+4;0;0.0;27000;0;18;2011-02-05 15:55:26
v32;Props;385;8;AEO EDF 35mm impeller;1.3799999999999999;3.0;6.03413e-2;1.9411389999999999;200;2.2e+1;DC generated;5.5719999999999999e-4;3.0861239999999999;200;2.2e+1;DC generated;1.5067210000000001e+5;5.0402900000000001e+4;0;0.0;0;0;4;2011-02-27 21:15:01
v32;Motors;1464;8;NTM Series 35-30A 1400kv;Blue Angel - Eagletree Logger v3;0;6;0;0.0;0.0;0.0;0.0;0;4.5e+1;8.8e+1;1;263;1.4281226524814399e+3;4.1164732951174399e-2;3.3877146153656202e-5;1.8400323836232301e-3;0.0;2011-03-13 13:07:32
v32;MData;6364;6;1464;1.242e+1;1.7452e+4;1.73;1;0;0;0.0
v32;MData;6365;6;1464;8.1300000000000008;1.1454e+4;1.23;1;0;0;1.5e+1
v32;MData;6366;6;1464;1.218e+1;1.5182e+4;1.5130000000000001e+1;0;379;320;2.4e+1
v32;Props;379;6;APC E;7.0;4.0;3.2543150000000001;2.0;320;2.0e+1;DC generated;3.0642099999999999e-2;3.0;320;2.4e+1;DC generated;1.77015e+4;1.48329e+4;0;0.0;27143;1;0;2011-03-12 21:57:15
v32;MData;6367;6;1464;1.2199999999999999e+1;1.5345e+4;1.4e+1;0;22;320;2.4e+1
v32;Props;22;6;Graupner Speed;6.0;5.5;2.0500050000000001;2.02;120;1.8e+1;Hyperion;2.1999999999999999e-2;3.1499999999999999;120;1.8e+1;Hyperion;2.1627790000000001e+4;1.449225e+4;0;0.0;0;0;7;2006-03-21 17:17:59
v32;MData;6368;6;1464;1.233e+1;1.6783e+4;5.3499999999999996;0;3;320;2.4e+1
v32;Props;3;6;APC E;4.5;4.0999999999999996;6.7123560000000004e-1;2.073493;200;2.0e+1;Dr Kiwi;7.8230000000000001e-3;3.097283;60;2.0e+1;DC generated;3.4230900000000001e+4;2.1177799999999999e+4;0;0.0;42222;0;17;2009-05-01 10:40:54
v32;MData;6369;6;1464;1.1779999999999999e+1;1.2121e+4;3.6689999999999998e+1;0;48;320;2.4e+1
v32;Props;48;6;APC E;9.0;4.5;5.8125330000000002;2.2108690000000002;200;2.0e+1;DC generated;9.5807500000000004e-2;3.1678289999999998;120;1.8e+1;DC generated;1.0352299999999999e+4;8.9721000000000004e+3;0;0.0;21111;0;44;2009-12-04 20:10:59
v32;ESC;263;6;HobbyWing Platinum 40A;BlueAngel;4.0e+1;6.0e+1;0.0;4.1e+1;5;18;2;6;2010-03-23 13:22:05
v32;DriveSets;1463;6;NTM Series 35-30A 1400kv;Blue Angel - Eagletree Logger v3;263;1;1464;1;0;1.1800000000000001e+1;0.0;0.0;0.0;0;2011-03-12 21:57:55
v32;Motors;1465;8;Kontronik Pyro 600-09_3;www.elektromodellflug.de;0;6;0;0.0;0.0;0.0;0.0;0;8.0e+1;2.29e+2;1;284;9.7627979919172299e+2;8.4825415168000504e-3;1.16880255959343e-5;1.0112426418603999e-2;0.0;2011-01-20 10:50:59
v32;MData;6370;6;1465;1.34e+1;1.3007e+4;2.6499999999999999;1;0;0;0.0
v32;MData;6371;6;1465;2.0050000000000001e+1;1.9526e+4;3.46;1;0;0;1.5e+1
v32;MData;6372;6;1465;1.9780000000000001e+1;1.8698e+4;1.743e+1;0;0;0;1.5e+1
v32;MData;6373;6;1465;1.9600000000000001e+1;1.8106e+4;2.8579999999999998e+1;0;0;0;1.5e+1
v32;MData;6374;6;1465;1.941e+1;1.7604e+4;3.975e+1;0;0;0;1.5e+1
v32;MData;6375;6;1465;1.9050000000000001e+1;1.6604e+4;6.1710000000000001e+1;0;0;0;1.5e+1
v32;ESC;284;6;Kontronik JIVE 100LV (FW9);www.elektromodellflug.de;1.0e+2;2.0e+2;0.0;8.5e+1;5;18;2;6;2010-10-20 13:16:39
v32;DriveSets;1464;6;Kontronik Pyro 600-09_3;;284;1;1465;1;0;2.1500000000000099e+1;;;0.0;0;2010-11-03 17:13:19
v32;Motors;1466;8;Scorpion 4225 (6+7-1.4YY)-wws2000;www.elektromodellflug.de;0;6;0;0.0;0.0;0.0;0.0;0;1.2e+2;4.29e+2;1;269;5.5630791614813199e+2;6.7238898885447998e-2;0.0;2.17337396041563e-2;0.0;2010-12-28 12:24:18
v32;MData;6376;6;1466;3.0129999999999999e+1;1.6684e+4;3.2599999999999998;1;0;0;0.0
v32;MData;6377;6;1466;4.05e+1;2.2374e+4;3.9399999999999999;1;0;0;1.5e+1
v32;MData;6378;6;1466;3.9899999999999999e+1;2.0359e+4;4.1810000000000002e+1;0;0;0;1.5e+1
v32;MData;6379;6;1466;3.9719999999999999e+1;1.9908e+4;5.2810000000000002e+1;0;0;0;1.5e+1
v32;MData;6380;6;1466;3.9539999999999999e+1;1.9477e+4;6.3439999999999998e+1;0;0;0;1.5e+1
v32;MData;6381;6;1466;3.9299999999999997e+1;1.8935e+4;7.6599999999999994e+1;0;0;0;1.5e+1
v32;ESC;269;6;YGE 120HV (18°/V:4);www.elektromodellflug.de;1.4e+2;1.2e+2;0.0;1.25e+2;12;40;4;14;2010-04-22 15:43:30
v32;DriveSets;1465;6;Scorpion 4225 (6+7-1.4YY)-wws2000;;269;1;1466;1;0;4.0600000000000001e+1;;;0.0;0;2010-12-28 12:22:27
